year;month;total;food;non_food;services;month_num
2019;сентябрь;99,84;99,56;100,19;99,77;9
2019;октябрь;100,13;100,18;100,31;99,82;10
2019;ноябрь;100,28;100,45;100,23;100,11;11
2019;декабрь;100,36;100,65;100,14;100,24;12
2019;декабрь;100,36;100,65;100,14;103,75;12
2019;декабрь;100,36;100,65;102,95;100,24;12
2019;декабрь;100,36;100,65;102,95;103,75;12
2019;декабрь;100,36;102,58;100,14;100,24;12
2019;декабрь;100,36;102,58;100,14;103,75;12
2019;декабрь;100,36;102,58;102,95;100,24;12
2019;декабрь;100,36;102,58;102,95;103,75;12
2019;декабрь;103,04;100,65;100,14;100,24;12
2019;декабрь;103,04;100,65;100,14;103,75;12
2019;декабрь;103,04;100,65;102,95;100,24;12
2019;декабрь;103,04;100,65;102,95;103,75;12
2019;декабрь;103,04;102,58;100,14;100,24;12
2019;декабрь;103,04;102,58;100,14;103,75;12
2019;декабрь;103,04;102,58;102,95;100,24;12
2019;декабрь;103,04;102,58;102,95;103,75;12
2020;январь;100,4;100,69;100,23;100,24;1
2020;февраль;100,33;100,57;100,04;100,37;2
2020;март;100,55;100,96;100,48;100,09;3
2020;апрель;100,83;101,72;100,44;100,12;4
2020;май;100,27;100,16;100,25;100,46;5
2020;июнь;100,22;100,17;100,34;100,12;6
2020;июль;100,35;99,93;100,29;100,99;7
2020;август;99,96;99,23;100,41;100,37;8
2020;сентябрь;99,93;99,59;100,56;99,58;9
2020;октябрь;100,43;100,62;100,68;99,87;10
2020;ноябрь;100,71;101,34;100,58;100,05;11
2020;декабрь;100,83;101,53;100,4;100,42;12
2020;декабрь;100,83;101,53;100,4;102,7;12
2020;декабрь;100,83;101,53;104,79;100,42;12
2020;декабрь;100,83;101,53;104,79;102,7;12
2020;декабрь;100,83;106,69;100,4;100,42;12
2020;декабрь;100,83;106,69;100,4;102,7;12
2020;декабрь;100,83;106,69;104,79;100,42;12
2020;декабрь;100,83;106,69;104,79;102,7;12
2020;декабрь;104,91;101,53;100,4;100,42;12
2020;декабрь;104,91;101,53;100,4;102,7;12
2020;декабрь;104,91;101,53;104,79;100,42;12
2020;декабрь;104,91;101,53;104,79;102,7;12
2020;декабрь;104,91;106,69;100,4;100,42;12
2020;декабрь;104,91;106,69;100,4;102,7;12
2020;декабрь;104,91;106,69;104,79;100,42;12
2020;декабрь;104,91;106,69;104,79;102,7;12
2021;январь;100,67;101,01;100,53;100,38;1
2021;февраль;100,78;101,22;100,58;100,44;2
2021;март;100,66;100,82;100,72;100,37;3
2021;апрель;100,58;100,75;100,66;100,22;4
2021;май;100,74;100,96;100,74;100,44;5
2021;июнь;100,69;100,64;100,68;100,76;6
2021;июль;100,31;99,5;100,77;100,88;7
2021;август;100,17;99,49;100,8;100,32;8
2021;сентябрь;100,6;100,99;100,64;100;9
2021;октябрь;101,11;102,17;100,78;100,01;10
2021;ноябрь;100,96;101,27;100,72;100,81;11
2021;декабрь;100,82;101,36;100,64;100,26;12
2021;декабрь;100,82;101,36;100,64;104,98;12
2021;декабрь;100,82;101,36;108,58;100,26;12
2021;декабрь;100,82;101,36;108,58;104,98;12
2021;декабрь;100,82;110,62;100,64;100,26;12
2021;декабрь;100,82;110,62;100,64;104,98;12
2021;декабрь;100,82;110,62;108,58;100,26;12
2021;декабрь;100,82;110,62;108,58;104,98;12
2021;декабрь;108,39;101,36;100,64;100,26;12
2021;декабрь;108,39;101,36;100,64;104,98;12
2021;декабрь;108,39;101,36;108,58;100,26;12
2021;декабрь;108,39;101,36;108,58;104,98;12
2021;декабрь;108,39;110,62;100,64;100,26;12
2021;декабрь;108,39;110,62;100,64;104,98;12
2021;декабрь;108,39;110,62;108,58;100,26;12
2021;декабрь;108,39;110,62;108,58;104,98;12
